Quotazioni Immobiliari : Valori di Mercato - Semestre 2015/2 - elaborazione del 23-MAG-26
Area_territoriale;Regione;Prov;Comune_ISTAT;Comune_cat;Sez;Comune_amm;Comune_descrizione;Fascia;Zona;LinkZona;Cod_Tip;Descr_Tipologia;Stato;Stato_prev;Compr_min;Compr_max;Sup_NL_compr;Loc_min;Loc_max;Sup_NL_loc;
NORD-EST;VENETO;BL;5025018;D2AW; ;D330;DOMEGGE DI CADORE;R;R1;BL00002124;20;Abitazioni civili;NORMALE;P;900;1150;L;2,7;3,5;L;
NORD-EST;VENETO;BL;5025018;D2AW; ;D330;DOMEGGE DI CADORE;R;R1;BL00002124;16;Autorimesse;NORMALE;P;300;400;L;1,4;1,6;L;
NORD-EST;VENETO;BL;5025018;D2AW; ;D330;DOMEGGE DI CADORE;R;R1;BL00002124;13;Box;NORMALE;P;500;660;L;2,2;2,7;L;
NORD-EST;VENETO;BL;5025018;D2AW; ;D330;DOMEGGE DI CADORE;R;R1;BL00002124;14;Posti auto coperti;NORMALE;P;350;460;L;1,6;2,1;L;
NORD-EST;VENETO;BL;5025018;D2AW; ;D330;DOMEGGE DI CADORE;R;R1;BL00002124;15;Posti auto scoperti;NORMALE;P;245;330;L;1,1;1,4;L;
NORD-EST;VENETO;BL;5025018;D2AW; ;D330;DOMEGGE DI CADORE;R;R1;BL00002124;1;Ville e Villini;NORMALE;P;900;1200;L;2,7;3,5;L;
NORD-EST;VENETO;BL;5025018;D2AW; ;D330;DOMEGGE DI CADORE;R;R1;BL00002124;5;Negozi;NORMALE;P;830;1050;L;3,7;4,6;L;
NORD-EST;VENETO;BL;5025018;D2AW; ;D330;DOMEGGE DI CADORE;R;R1;BL00002124;7;Capannoni tipici;NORMALE;P;285;440;L;2,2;3,3;L;
NORD-EST;VENETO;BL;5025018;D2AW; ;D330;DOMEGGE DI CADORE;R;R1;BL00002124;10;Laboratori;NORMALE;P;255;365;L;1,9;2,6;L;
NORD-EST;VENETO;BL;5025019;D2AX; ;D470;FALCADE;B;B1;BL00000441;20;Abitazioni civili;NORMALE;P;1500;2100;L;4,8;7,1;L;
NORD-EST;VENETO;BL;5025019;D2AX; ;D470;FALCADE;B;B1;BL00000441;21;Abitazioni di tipo economico;NORMALE;P;1350;1500;L;4,2;6,2;L;
NORD-EST;VENETO;BL;5025019;D2AX; ;D470;FALCADE;B;B1;BL00000441;16;Autorimesse;NORMALE;P;500;600;L;1,9;2,6;L;
NORD-EST;VENETO;BL;5025019;D2AX; ;D470;FALCADE;B;B1;BL00000441;13;Box;NORMALE;P;850;1050;L;3,3;4;L;
NORD-EST;VENETO;BL;5025019;D2AX; ;D470;FALCADE;B;B1;BL00000441;14;Posti auto coperti;NORMALE;P;600;700;L;2,2;3;L;
NORD-EST;VENETO;BL;5025019;D2AX; ;D470;FALCADE;B;B1;BL00000441;15;Posti auto scoperti;NORMALE;P;420;500;L;1,4;2;L;
NORD-EST;VENETO;BL;5025019;D2AX; ;D470;FALCADE;B;B1;BL00000441;1;Ville e Villini;NORMALE;P;1550;2100;L;4,8;7,1;L;
NORD-EST;VENETO;BL;5025019;D2AX; ;D470;FALCADE;B;B1;BL00000441;5;Negozi;NORMALE;P;1400;1700;L;3,5;5;L;
NORD-EST;VENETO;BL;5025019;D2AX; ;D470;FALCADE;B;B1;BL00000441;6;Uffici;NORMALE;P;1300;1800;L;4,3;6;L;
NORD-EST;VENETO;BL;5025019;D2AX; ;D470;FALCADE;E;E1;BL00000443;20;Abitazioni civili;NORMALE;P;1400;1800;L;4,7;7;L;
NORD-EST;VENETO;BL;5025019;D2AX; ;D470;FALCADE;E;E1;BL00000443;16;Autorimesse;NORMALE;P;420;510;L;1,5;2,1;L;
NORD-EST;VENETO;BL;5025019;D2AX; ;D470;FALCADE;E;E1;BL00000443;13;Box;NORMALE;P;700;900;L;2,8;3,8;L;
NORD-EST;VENETO;BL;5025019;D2AX; ;D470;FALCADE;E;E1;BL00000443;14;Posti auto coperti;NORMALE;P;490;600;L;1,9;2,4;L;
NORD-EST;VENETO;BL;5025019;D2AX; ;D470;FALCADE;E;E1;BL00000443;15;Posti auto scoperti;NORMALE;P;350;430;L;1,3;1,7;L;
NORD-EST;VENETO;BL;5025019;D2AX; ;D470;FALCADE;E;E1;BL00000443;1;Ville e Villini;NORMALE;P;1400;1800;L;4,7;7;L;
NORD-EST;VENETO;BL;5025019;D2AX; ;D470;FALCADE;R;R1;BL00002140;20;Abitazioni civili;NORMALE;P;1400;1700;L;4,7;7;L;
NORD-EST;VENETO;BL;5025019;D2AX; ;D470;FALCADE;R;R1;BL00002140;16;Autorimesse;NORMALE;P;420;480;L;1,3;1,9;L;
NORD-EST;VENETO;BL;5025019;D2AX; ;D470;FALCADE;R;R1;BL00002140;13;Box;NORMALE;P;700;850;L;2,3;3,4;L;
NORD-EST;VENETO;BL;5025019;D2AX; ;D470;FALCADE;R;R1;BL00002140;14;Posti auto coperti;NORMALE;P;490;600;L;1,5;2,2;L;
NORD-EST;VENETO;BL;5025019;D2AX; ;D470;FALCADE;R;R1;BL00002140;15;Posti auto scoperti;NORMALE;P;350;400;L;1,2;1,4;L;
NORD-EST;VENETO;BL;5025019;D2AX; ;D470;FALCADE;R;R1;BL00002140;1;Ville e Villini;NORMALE;P;1400;1700;L;4,9;7,2;L;
NORD-EST;VENETO;BL;5025019;D2AX; ;D470;FALCADE;R;R1;BL00002140;5;Negozi;NORMALE;P;1200;1400;L;3,1;3,8;L;
NORD-EST;VENETO;BL;5025019;D2AX; ;D470;FALCADE;R;R1;BL00002140;7;Capannoni tipici;NORMALE;P;265;350;L;2;2,6;L;
NORD-EST;VENETO;BL;5025019;D2AX; ;D470;FALCADE;R;R1;BL00002140;10;Laboratori;NORMALE;P;240;310;L;1,5;2,4;L;
NORD-EST;VENETO;BL;5025020;D2AY; ;D506;FARRA D`ALPAGO;B;B1;BL00000457;20;Abitazioni civili;NORMALE;P;900;1000;L;3,2;3,6;L;
NORD-EST;VENETO;BL;5025020;D2AY; ;D506;FARRA D`ALPAGO;B;B1;BL00000457;21;Abitazioni di tipo economico;NORMALE;P;640;800;L;2,9;3,6;L;
NORD-EST;VENETO;BL;5025020;D2AY; ;D506;FARRA D`ALPAGO;B;B1;BL00000457;16;Autorimesse;NORMALE;P;235;315;L;1;1,4;L;
NORD-EST;VENETO;BL;5025020;D2AY; ;D506;FARRA D`ALPAGO;B;B1;BL00000457;13;Box;NORMALE;P;400;530;L;1,7;2,4;L;
NORD-EST;VENETO;BL;5025020;D2AY; ;D506;FARRA D`ALPAGO;B;B1;BL00000457;14;Posti auto coperti;NORMALE;P;265;370;L;1,2;1,7;L;
NORD-EST;VENETO;BL;5025020;D2AY; ;D506;FARRA D`ALPAGO;B;B1;BL00000457;15;Posti auto scoperti;NORMALE;P;195;265;L;,9;1,1;L;
NORD-EST;VENETO;BL;5025020;D2AY; ;D506;FARRA D`ALPAGO;B;B1;BL00000457;1;Ville e Villini;NORMALE;P;1100;1200;L;2,9;3,6;L;
NORD-EST;VENETO;BL;5025020;D2AY; ;D506;FARRA D`ALPAGO;B;B1;BL00000457;5;Negozi;NORMALE;P;1000;1150;L;4,4;5,4;L;
NORD-EST;VENETO;BL;5025020;D2AY; ;D506;FARRA D`ALPAGO;B;B1;BL00000457;6;Uffici;NORMALE;P;850;960;L;3,6;4,3;L;
NORD-EST;VENETO;BL;5025020;D2AY; ;D506;FARRA D`ALPAGO;D;D1;BL00000458;20;Abitazioni civili;NORMALE;P;750;930;L;2,4;2,9;L;
NORD-EST;VENETO;BL;5025020;D2AY; ;D506;FARRA D`ALPAGO;D;D1;BL00000458;16;Autorimesse;NORMALE;P;215;305;L;,8;1,1;L;
NORD-EST;VENETO;BL;5025020;D2AY; ;D506;FARRA D`ALPAGO;D;D1;BL00000458;13;Box;NORMALE;P;355;490;L;1,3;1,8;L;
NORD-EST;VENETO;BL;5025020;D2AY; ;D506;FARRA D`ALPAGO;D;D1;BL00000458;14;Posti auto coperti;NORMALE;P;245;345;L;,9;1,2;L;
NORD-EST;VENETO;BL;5025020;D2AY; ;D506;FARRA D`ALPAGO;D;D1;BL00000458;15;Posti auto scoperti;NORMALE;P;185;245;L;,7;,9;L;
NORD-EST;VENETO;BL;5025020;D2AY; ;D506;FARRA D`ALPAGO;D;D1;BL00000458;1;Ville e Villini;NORMALE;P;850;1100;L;2,4;3,2;L;
NORD-EST;VENETO;BL;5025020;D2AY; ;D506;FARRA D`ALPAGO;D;D1;BL00000458;5;Negozi;NORMALE;P;910;1000;L;3,7;4,7;L;
NORD-EST;VENETO;BL;5025020;D2AY; ;D506;FARRA D`ALPAGO;D;D1;BL00000458;7;Capannoni tipici;NORMALE;P;320;395;L;2,4;3,1;L;
NORD-EST;VENETO;BL;5025020;D2AY; ;D506;FARRA D`ALPAGO;D;D1;BL00000458;10;Laboratori;NORMALE;P;255;320;L;1,9;2,5;L;
NORD-EST;VENETO;BL;5025020;D2AY; ;D506;FARRA D`ALPAGO;E;E1;BL00000459;20;Abitazioni civili;NORMALE;P;750;930;L;2,4;2,9;L;
NORD-EST;VENETO;BL;5025020;D2AY; ;D506;FARRA D`ALPAGO;E;E1;BL00000459;16;Autorimesse;NORMALE;P;215;305;L;,8;1,1;L;
NORD-EST;VENETO;BL;5025020;D2AY; ;D506;FARRA D`ALPAGO;E;E1;BL00000459;13;Box;NORMALE;P;355;490;L;1,3;1,8;L;
NORD-EST;VENETO;BL;5025020;D2AY; ;D506;FARRA D`ALPAGO;E;E1;BL00000459;14;Posti auto coperti;NORMALE;P;245;345;L;,9;1,2;L;
NORD-EST;VENETO;BL;5025020;D2AY; ;D506;FARRA D`ALPAGO;E;E1;BL00000459;15;Posti auto scoperti;NORMALE;P;185;245;L;,7;,9;L;
NORD-EST;VENETO;BL;5025020;D2AY; ;D506;FARRA D`ALPAGO;E;E1;BL00000459;1;Ville e Villini;NORMALE;P;850;1100;L;2,4;3,2;L;
NORD-EST;VENETO;BL;5025020;D2AY; ;D506;FARRA D`ALPAGO;E;E1;BL00000459;5;Negozi;NORMALE;P;910;1000;L;3,7;4,7;L;
NORD-EST;VENETO;BL;5025020;D2AY; ;D506;FARRA D`ALPAGO;E;E1;BL00000459;7;Capannoni tipici;NORMALE;P;320;395;L;2,4;3,1;L;
NORD-EST;VENETO;BL;5025020;D2AY; ;D506;FARRA D`ALPAGO;E;E1;BL00000459;10;Laboratori;NORMALE;P;255;320;L;1,9;2,5;L;
NORD-EST;VENETO;BL;5025020;D2AY; ;D506;FARRA D`ALPAGO;R;R1;BL00002153;20;Abitazioni civili;NORMALE;P;650;850;L;2,1;2,9;L;
NORD-EST;VENETO;BL;5025020;D2AY; ;D506;FARRA D`ALPAGO;R;R1;BL00002153;16;Autorimesse;NORMALE;P;195;255;L;,9;1,1;L;
NORD-EST;VENETO;BL;5025020;D2AY; ;D506;FARRA D`ALPAGO;R;R1;BL00002153;13;Box;NORMALE;P;315;430;L;1,4;1,8;L;
NORD-EST;VENETO;BL;5025020;D2AY; ;D506;FARRA D`ALPAGO;R;R1;BL00002153;14;Posti auto coperti;NORMALE;P;225;305;L;1;1,2;L;
NORD-EST;VENETO;BL;5025020;D2AY; ;D506;FARRA D`ALPAGO;R;R1;BL00002153;15;Posti auto scoperti;NORMALE;P;155;215;L;,7;,9;L;
NORD-EST;VENETO;BL;5025020;D2AY; ;D506;FARRA D`ALPAGO;R;R1;BL00002153;1;Ville e Villini;NORMALE;P;750;950;L;2,1;2,9;L;
NORD-EST;VENETO;BL;5025021;D2AZ; ;D530;FELTRE;B;B1;BL00000484;20;Abitazioni civili;NORMALE;P;1000;1250;L;3,2;4,8;L;
NORD-EST;VENETO;BL;5025021;D2AZ; ;D530;FELTRE;B;B1;BL00000484;21;Abitazioni di tipo economico;NORMALE;P;850;1000;L;3;4,5;L;
NORD-EST;VENETO;BL;5025021;D2AZ; ;D530;FELTRE;B;B1;BL00000484;16;Autorimesse;NORMALE;P;300;390;L;1,5;2,1;L;
NORD-EST;VENETO;BL;5025021;D2AZ; ;D530;FELTRE;B;B1;BL00000484;13;Box;NORMALE;P;500;700;L;2,7;3,6;L;
NORD-EST;VENETO;BL;5025021;D2AZ; ;D530;FELTRE;B;B1;BL00000484;14;Posti auto coperti;NORMALE;P;350;450;L;1,8;2,6;L;
NORD-EST;VENETO;BL;5025021;D2AZ; ;D530;FELTRE;B;B1;BL00000484;15;Posti auto scoperti;NORMALE;P;250;320;L;1,3;1,8;L;
NORD-EST;VENETO;BL;5025021;D2AZ; ;D530;FELTRE;B;B1;BL00000484;5;Negozi;NORMALE;P;1150;1550;L;4,3;6,4;L;
NORD-EST;VENETO;BL;5025021;D2AZ; ;D530;FELTRE;B;B1;BL00000484;6;Uffici;NORMALE;P;1000;1200;L;3,2;4,8;L;
NORD-EST;VENETO;BL;5025021;D2AZ; ;D530;FELTRE;B;B2;BL00001764;20;Abitazioni civili;NORMALE;P;1100;1450;L;3,7;5,5;L;
NORD-EST;VENETO;BL;5025021;D2AZ; ;D530;FELTRE;B;B2;BL00001764;21;Abitazioni di tipo economico;NORMALE;P;950;1200;L;3;4,5;L;
NORD-EST;VENETO;BL;5025021;D2AZ; ;D530;FELTRE;B;B2;BL00001764;16;Autorimesse;NORMALE;P;380;460;L;1,9;2,3;L;
NORD-EST;VENETO;BL;5025021;D2AZ; ;D530;FELTRE;B;B2;BL00001764;13;Box;NORMALE;P;550;750;L;3,3;3,9;L;
NORD-EST;VENETO;BL;5025021;D2AZ; ;D530;FELTRE;B;B2;BL00001764;14;Posti auto coperti;NORMALE;P;450;550;L;2,2;2,8;L;
NORD-EST;VENETO;BL;5025021;D2AZ; ;D530;FELTRE;B;B2;BL00001764;15;Posti auto scoperti;NORMALE;P;320;380;L;1,6;1,9;L;
NORD-EST;VENETO;BL;5025021;D2AZ; ;D530;FELTRE;B;B2;BL00001764;5;Negozi;NORMALE;P;1900;2700;L;6,4;9,5;L;
NORD-EST;VENETO;BL;5025021;D2AZ; ;D530;FELTRE;B;B2;BL00001764;6;Uffici;NORMALE;P;1150;1350;L;4,5;6,7;L;
NORD-EST;VENETO;BL;5025021;D2AZ; ;D530;FELTRE;C;C1;BL00000485;20;Abitazioni civili;NORMALE;P;850;1050;L;2,8;4,1;L;
NORD-EST;VENETO;BL;5025021;D2AZ; ;D530;FELTRE;C;C1;BL00000485;21;Abitazioni di tipo economico;NORMALE;P;700;900;L;2,7;3,9;L;
NORD-EST;VENETO;BL;5025021;D2AZ; ;D530;FELTRE;C;C1;BL00000485;16;Autorimesse;NORMALE;P;235;305;L;1,4;1,8;L;
NORD-EST;VENETO;BL;5025021;D2AZ; ;D530;FELTRE;C;C1;BL00000485;13;Box;NORMALE;P;410;490;L;2,2;3;L;
NORD-EST;VENETO;BL;5025021;D2AZ; ;D530;FELTRE;C;C1;BL00000485;14;Posti auto coperti;NORMALE;P;295;345;L;1,7;2,1;L;
NORD-EST;VENETO;BL;5025021;D2AZ; ;D530;FELTRE;C;C1;BL00000485;15;Posti auto scoperti;NORMALE;P;205;245;L;1,1;1,5;L;
NORD-EST;VENETO;BL;5025021;D2AZ; ;D530;FELTRE;C;C1;BL00000485;1;Ville e Villini;NORMALE;P;1050;1200;L;3,3;4,9;L;
NORD-EST;VENETO;BL;5025021;D2AZ; ;D530;FELTRE;C;C1;BL00000485;5;Negozi;NORMALE;P;900;1250;L;3,5;5,2;L;
NORD-EST;VENETO;BL;5025021;D2AZ; ;D530;FELTRE;C;C1;BL00000485;6;Uffici;NORMALE;P;740;880;L;3;4,4;L;
NORD-EST;VENETO;BL;5025021;D2AZ; ;D530;FELTRE;C;C1;BL00000485;7;Capannoni tipici;NORMALE;P;325;450;L;2,4;3,5;L;
NORD-EST;VENETO;BL;5025021;D2AZ; ;D530;FELTRE;C;C1;BL00000485;10;Laboratori;NORMALE;P;280;395;L;2,1;3,1;L;
NORD-EST;VENETO;BL;5025021;D2AZ; ;D530;FELTRE;D;D1;BL00000486;20;Abitazioni civili;NORMALE;P;700;950;L;2,3;3,4;L;
NORD-EST;VENETO;BL;5025021;D2AZ; ;D530;FELTRE;D;D1;BL00000486;21;Abitazioni di tipo economico;NORMALE;P;650;700;L;2;3;L;
NORD-EST;VENETO;BL;5025021;D2AZ; ;D530;FELTRE;D;D1;BL00000486;16;Autorimesse;NORMALE;P;185;235;L;1,1;1,4;L;
NORD-EST;VENETO;BL;5025021;D2AZ; ;D530;FELTRE;D;D1;BL00000486;13;Box;NORMALE;P;315;410;L;1,8;2,4;L;
NORD-EST;VENETO;BL;5025021;D2AZ; ;D530;FELTRE;D;D1;BL00000486;14;Posti auto coperti;NORMALE;P;215;295;L;1,2;1,7;L;
NORD-EST;VENETO;BL;5025021;D2AZ; ;D530;FELTRE;D;D1;BL00000486;15;Posti auto scoperti;NORMALE;P;155;205;L;,9;1,2;L;
NORD-EST;VENETO;BL;5025021;D2AZ; ;D530;FELTRE;D;D1;BL00000486;1;Ville e Villini;NORMALE;P;900;1100;L;2,3;3,4;L;
NORD-EST;VENETO;BL;5025021;D2AZ; ;D530;FELTRE;D;D1;BL00000486;9;Magazzini;NORMALE;P;360;530;L;2;3;L;
NORD-EST;VENETO;BL;5025021;D2AZ; ;D530;FELTRE;D;D1;BL00000486;5;Negozi;NORMALE;P;800;1000;L;3,2;4,8;L;
NORD-EST;VENETO;BL;5025021;D2AZ; ;D530;FELTRE;D;D1;BL00000486;6;Uffici;NORMALE;P;600;750;L;2,3;3,4;L;
NORD-EST;VENETO;BL;5025021;D2AZ; ;D530;FELTRE;D;D1;BL00000486;8;Capannoni industriali;NORMALE;P;425;510;L;2,7;4,1;L;
NORD-EST;VENETO;BL;5025021;D2AZ; ;D530;FELTRE;D;D1;BL00000486;7;Capannoni tipici;NORMALE;P;240;325;L;1,8;2,5;L;
NORD-EST;VENETO;BL;5025021;D2AZ; ;D530;FELTRE;D;D1;BL00000486;10;Laboratori;NORMALE;P;210;310;L;1,5;2,3;L;
NORD-EST;VENETO;BL;5025021;D2AZ; ;D530;FELTRE;D;D2;BL00001258;20;Abitazioni civili;NORMALE;P;750;900;L;2,3;3,4;L;
NORD-EST;VENETO;BL;5025021;D2AZ; ;D530;FELTRE;D;D2;BL00001258;21;Abitazioni di tipo economico;NORMALE;P;650;700;L;2;3;L;
NORD-EST;VENETO;BL;5025021;D2AZ; ;D530;FELTRE;D;D2;BL00001258;16;Autorimesse;NORMALE;P;185;235;L;1,1;1,4;L;
NORD-EST;VENETO;BL;5025021;D2AZ; ;D530;FELTRE;D;D2;BL00001258;13;Box;NORMALE;P;315;410;L;1,8;2,4;L;
NORD-EST;VENETO;BL;5025021;D2AZ; ;D530;FELTRE;D;D2;BL00001258;14;Posti auto coperti;NORMALE;P;215;295;L;1,2;1,7;L;
NORD-EST;VENETO;BL;5025021;D2AZ; ;D530;FELTRE;D;D2;BL00001258;15;Posti auto scoperti;NORMALE;P;155;205;L;,9;1,2;L;
NORD-EST;VENETO;BL;5025021;D2AZ; ;D530;FELTRE;D;D2;BL00001258;1;Ville e Villini;NORMALE;P;900;1100;L;2,3;3,4;L;
NORD-EST;VENETO;BL;5025021;D2AZ; ;D530;FELTRE;D;D2;BL00001258;9;Magazzini;NORMALE;P;360;530;L;2;3;L;
NORD-EST;VENETO;BL;5025021;D2AZ; ;D530;FELTRE;D;D2;BL00001258;5;Negozi;NORMALE;P;800;1000;L;3,2;4,8;L;
NORD-EST;VENETO;BL;5025021;D2AZ; ;D530;FELTRE;D;D2;BL00001258;6;Uffici;NORMALE;P;600;750;L;2,3;3,4;L;
NORD-EST;VENETO;BL;5025021;D2AZ; ;D530;FELTRE;D;D2;BL00001258;7;Capannoni tipici;NORMALE;P;240;325;L;1,8;2,5;L;
NORD-EST;VENETO;BL;5025021;D2AZ; ;D530;FELTRE;D;D2;BL00001258;10;Laboratori;NORMALE;P;210;310;L;1,5;2,3;L;
NORD-EST;VENETO;BL;5025021;D2AZ; ;D530;FELTRE;D;D3;BL00001980;20;Abitazioni civili;NORMALE;P;750;900;L;2,3;3,4;L;
NORD-EST;VENETO;BL;5025021;D2AZ; ;D530;FELTRE;D;D3;BL00001980;21;Abitazioni di tipo economico;NORMALE;P;650;700;L;2;3;L;
NORD-EST;VENETO;BL;5025021;D2AZ; ;D530;FELTRE;D;D3;BL00001980;16;Autorimesse;NORMALE;P;185;235;L;1,1;1,4;L;
NORD-EST;VENETO;BL;5025021;D2AZ; ;D530;FELTRE;D;D3;BL00001980;13;Box;NORMALE;P;315;410;L;1,8;2,4;L;
NORD-EST;VENETO;BL;5025021;D2AZ; ;D530;FELTRE;D;D3;BL00001980;14;Posti auto coperti;NORMALE;P;215;295;L;1,2;1,7;L;
NORD-EST;VENETO;BL;5025021;D2AZ; ;D530;FELTRE;D;D3;BL00001980;15;Posti auto scoperti;NORMALE;P;155;205;L;,9;1,2;L;
NORD-EST;VENETO;BL;5025021;D2AZ; ;D530;FELTRE;D;D3;BL00001980;1;Ville e Villini;NORMALE;P;900;1100;L;2,3;3,4;L;
NORD-EST;VENETO;BL;5025021;D2AZ; ;D530;FELTRE;D;D3;BL00001980;5;Negozi;NORMALE;P;800;1000;L;3,2;4,8;L;
NORD-EST;VENETO;BL;5025021;D2AZ; ;D530;FELTRE;E;E1;BL00000487;20;Abitazioni civili;NORMALE;P;800;1000;L;2,3;3,4;L;
NORD-EST;VENETO;BL;5025021;D2AZ; ;D530;FELTRE;E;E1;BL00000487;16;Autorimesse;NORMALE;P;270;300;L;1,1;1,5;L;
NORD-EST;VENETO;BL;5025021;D2AZ; ;D530;FELTRE;E;E1;BL00000487;13;Box;NORMALE;P;450;500;L;1,8;2,7;L;
NORD-EST;VENETO;BL;5025021;D2AZ; ;D530;FELTRE;E;E1;BL00000487;14;Posti auto coperti;NORMALE;P;310;350;L;1,2;1,8;L;
NORD-EST;VENETO;BL;5025021;D2AZ; ;D530;FELTRE;E;E1;BL00000487;15;Posti auto scoperti;NORMALE;P;220;250;L;,9;1,3;L;
NORD-EST;VENETO;BL;5025021;D2AZ; ;D530;FELTRE;E;E1;BL00000487;1;Ville e Villini;NORMALE;P;1000;1200;L;2,9;4,3;L;
NORD-EST;VENETO;BL;5025021;D2AZ; ;D530;FELTRE;E;E1;BL00000487;5;Negozi;NORMALE;P;800;1150;L;3,2;4,8;L;
NORD-EST;VENETO;BL;5025021;D2AZ; ;D530;FELTRE;E;E3;BL00001254;8;Capannoni industriali;NORMALE;P;460;550;L;3,5;5,1;L;
NORD-EST;VENETO;BL;5025021;D2AZ; ;D530;FELTRE;E;E3;BL00001254;7;Capannoni tipici;NORMALE;P;240;345;L;1,7;2,5;L;
NORD-EST;VENETO;BL;5025021;D2AZ; ;D530;FELTRE;R;R1;BL00001981;20;Abitazioni civili;NORMALE;P;750;870;L;2,3;3,2;L;
NORD-EST;VENETO;BL;5025021;D2AZ; ;D530;FELTRE;R;R1;BL00001981;21;Abitazioni di tipo economico;NORMALE;P;600;700;L;2;2,9;L;
NORD-EST;VENETO;BL;5025021;D2AZ; ;D530;FELTRE;R;R1;BL00001981;16;Autorimesse;NORMALE;P;180;230;L;1,1;1,4;L;
NORD-EST;VENETO;BL;5025021;D2AZ; ;D530;FELTRE;R;R1;BL00001981;13;Box;NORMALE;P;310;400;L;1,8;2,4;L;
NORD-EST;VENETO;BL;5025021;D2AZ; ;D530;FELTRE;R;R1;BL00001981;14;Posti auto coperti;NORMALE;P;210;290;L;1,2;1,7;L;
NORD-EST;VENETO;BL;5025021;D2AZ; ;D530;FELTRE;R;R1;BL00001981;15;Posti auto scoperti;NORMALE;P;150;200;L;,9;1,2;L;
NORD-EST;VENETO;BL;5025021;D2AZ; ;D530;FELTRE;R;R1;BL00001981;1;Ville e Villini;NORMALE;P;900;1100;L;2,3;3,3;L;
NORD-EST;VENETO;BL;5025021;D2AZ; ;D530;FELTRE;R;R2;BL00002340;20;Abitazioni civili;NORMALE;P;750;870;L;2,3;3,2;L;
NORD-EST;VENETO;BL;5025021;D2AZ; ;D530;FELTRE;R;R2;BL00002340;21;Abitazioni di tipo economico;NORMALE;P;600;700;L;2;2,9;L;
NORD-EST;VENETO;BL;5025021;D2AZ; ;D530;FELTRE;R;R2;BL00002340;16;Autorimesse;NORMALE;P;180;230;L;1,1;1,4;L;
NORD-EST;VENETO;BL;5025021;D2AZ; ;D530;FELTRE;R;R2;BL00002340;13;Box;NORMALE;P;310;400;L;1,8;2,4;L;
NORD-EST;VENETO;BL;5025021;D2AZ; ;D530;FELTRE;R;R2;BL00002340;14;Posti auto coperti;NORMALE;P;210;290;L;1,2;1,7;L;
NORD-EST;VENETO;BL;5025021;D2AZ; ;D530;FELTRE;R;R2;BL00002340;15;Posti auto scoperti;NORMALE;P;150;200;L;,9;1,2;L;
NORD-EST;VENETO;BL;5025021;D2AZ; ;D530;FELTRE;R;R2;BL00002340;1;Ville e Villini;NORMALE;P;900;1100;L;2,3;3,3;L;
NORD-EST;VENETO;BL;5025022;D2BA; ;D686;FONZASO;B;B1;BL00000501;20;Abitazioni civili;NORMALE;P;750;900;L;2,5;3,7;L;
NORD-EST;VENETO;BL;5025022;D2BA; ;D686;FONZASO;B;B1;BL00000501;21;Abitazioni di tipo economico;NORMALE;P;650;750;L;2,1;3,1;L;
NORD-EST;VENETO;BL;5025022;D2BA; ;D686;FONZASO;B;B1;BL00000501;16;Autorimesse;NORMALE;P;180;250;L;,9;1,3;L;
NORD-EST;VENETO;BL;5025022;D2BA; ;D686;FONZASO;B;B1;BL00000501;13;Box;NORMALE;P;290;430;L;1,8;2,6;L;
NORD-EST;VENETO;BL;5025022;D2BA; ;D686;FONZASO;B;B1;BL00000501;14;Posti auto coperti;NORMALE;P;210;290;L;1,3;1,8;L;
NORD-EST;VENETO;BL;5025022;D2BA; ;D686;FONZASO;B;B1;BL00000501;15;Posti auto scoperti;NORMALE;P;150;210;L;,8;1,2;L;
NORD-EST;VENETO;BL;5025022;D2BA; ;D686;FONZASO;B;B1;BL00000501;1;Ville e Villini;NORMALE;P;950;1150;L;2,8;4,2;L;
NORD-EST;VENETO;BL;5025022;D2BA; ;D686;FONZASO;B;B1;BL00000501;5;Negozi;NORMALE;P;800;1100;L;3,3;4,9;L;
NORD-EST;VENETO;BL;5025022;D2BA; ;D686;FONZASO;B;B1;BL00000501;6;Uffici;NORMALE;P;650;800;L;3;4,3;L;
NORD-EST;VENETO;BL;5025022;D2BA; ;D686;FONZASO;D;D1;BL00000502;20;Abitazioni civili;NORMALE;P;650;800;L;2;3;L;
NORD-EST;VENETO;BL;5025022;D2BA; ;D686;FONZASO;D;D1;BL00000502;16;Autorimesse;NORMALE;P;160;220;L;,8;1,2;L;
NORD-EST;VENETO;BL;5025022;D2BA; ;D686;FONZASO;D;D1;BL00000502;13;Box;NORMALE;P;260;370;L;1,6;2,3;L;
NORD-EST;VENETO;BL;5025022;D2BA; ;D686;FONZASO;D;D1;BL00000502;14;Posti auto coperti;NORMALE;P;190;250;L;1,1;1,5;L;
NORD-EST;VENETO;BL;5025022;D2BA; ;D686;FONZASO;D;D1;BL00000502;15;Posti auto scoperti;NORMALE;P;140;180;L;,7;1;L;
NORD-EST;VENETO;BL;5025022;D2BA; ;D686;FONZASO;D;D1;BL00000502;1;Ville e Villini;NORMALE;P;850;930;L;2,2;3,3;L;
NORD-EST;VENETO;BL;5025022;D2BA; ;D686;FONZASO;D;D1;BL00000502;5;Negozi;NORMALE;P;700;970;L;3;4;L;
NORD-EST;VENETO;BL;5025022;D2BA; ;D686;FONZASO;D;D1;BL00000502;8;Capannoni industriali;NORMALE;P;310;440;L;2,3;3,3;L;
