Quotazioni Immobiliari : Valori di Mercato - Semestre 2015/2 - elaborazione del 23-MAG-26
Area_territoriale;Regione;Prov;Comune_ISTAT;Comune_cat;Sez;Comune_amm;Comune_descrizione;Fascia;Zona;LinkZona;Cod_Tip;Descr_Tipologia;Stato;Stato_prev;Compr_min;Compr_max;Sup_NL_compr;Loc_min;Loc_max;Sup_NL_loc;
NORD-EST;VENETO;BL;5025011;D2AP; ;C577;CESIOMAGGIORE;R;R1;BL00002121;1;Ville e Villini;NORMALE;P;800;900;L;2,6;3,9;L;
NORD-EST;VENETO;BL;5025011;D2AP; ;C577;CESIOMAGGIORE;R;R1;BL00002121;5;Negozi;NORMALE;P;710;780;L;2;3;L;
NORD-EST;VENETO;BL;5025011;D2AP; ;C577;CESIOMAGGIORE;R;R1;BL00002121;8;Capannoni industriali;NORMALE;P;285;395;L;2,2;3,3;L;
NORD-EST;VENETO;BL;5025012;D2AQ; ;C630;CHIES D`ALPAGO;B;B1;BL00000328;20;Abitazioni civili;NORMALE;P;700;830;L;2,5;2,8;L;
NORD-EST;VENETO;BL;5025012;D2AQ; ;C630;CHIES D`ALPAGO;B;B1;BL00000328;21;Abitazioni di tipo economico;NORMALE;P;500;650;L;2,3;2,8;L;
NORD-EST;VENETO;BL;5025012;D2AQ; ;C630;CHIES D`ALPAGO;B;B1;BL00000328;16;Autorimesse;NORMALE;P;190;250;L;,8;1,2;L;
NORD-EST;VENETO;BL;5025012;D2AQ; ;C630;CHIES D`ALPAGO;B;B1;BL00000328;13;Box;NORMALE;P;300;430;L;1,4;1,9;L;
NORD-EST;VENETO;BL;5025012;D2AQ; ;C630;CHIES D`ALPAGO;B;B1;BL00000328;14;Posti auto coperti;NORMALE;P;220;290;L;,9;1,3;L;
NORD-EST;VENETO;BL;5025012;D2AQ; ;C630;CHIES D`ALPAGO;B;B1;BL00000328;15;Posti auto scoperti;NORMALE;P;160;210;L;,6;,8;L;
NORD-EST;VENETO;BL;5025012;D2AQ; ;C630;CHIES D`ALPAGO;B;B1;BL00000328;1;Ville e Villini;NORMALE;P;850;950;L;2,3;2,8;L;
NORD-EST;VENETO;BL;5025012;D2AQ; ;C630;CHIES D`ALPAGO;B;B1;BL00000328;5;Negozi;NORMALE;P;820;920;L;3,6;4,3;L;
NORD-EST;VENETO;BL;5025012;D2AQ; ;C630;CHIES D`ALPAGO;B;B1;BL00000328;6;Uffici;NORMALE;P;710;810;L;3;3,6;L;
NORD-EST;VENETO;BL;5025012;D2AQ; ;C630;CHIES D`ALPAGO;B;B1;BL00000328;7;Capannoni tipici;NORMALE;P;240;295;L;2,1;2,6;L;
NORD-EST;VENETO;BL;5025012;D2AQ; ;C630;CHIES D`ALPAGO;B;B1;BL00000328;10;Laboratori;NORMALE;P;220;265;L;1,8;2,2;L;
NORD-EST;VENETO;BL;5025012;D2AQ; ;C630;CHIES D`ALPAGO;E;E1;BL00000330;20;Abitazioni civili;NORMALE;P;550;700;L;1,8;2,4;L;
NORD-EST;VENETO;BL;5025012;D2AQ; ;C630;CHIES D`ALPAGO;E;E1;BL00000330;16;Autorimesse;NORMALE;P;190;250;L;,7;,9;L;
NORD-EST;VENETO;BL;5025012;D2AQ; ;C630;CHIES D`ALPAGO;E;E1;BL00000330;13;Box;NORMALE;P;300;420;L;1,2;1,5;L;
NORD-EST;VENETO;BL;5025012;D2AQ; ;C630;CHIES D`ALPAGO;E;E1;BL00000330;14;Posti auto coperti;NORMALE;P;210;290;L;,8;1,1;L;
NORD-EST;VENETO;BL;5025012;D2AQ; ;C630;CHIES D`ALPAGO;E;E1;BL00000330;15;Posti auto scoperti;NORMALE;P;150;210;L;,5;,7;L;
NORD-EST;VENETO;BL;5025012;D2AQ; ;C630;CHIES D`ALPAGO;E;E1;BL00000330;1;Ville e Villini;NORMALE;P;650;810;L;1,8;2,4;L;
NORD-EST;VENETO;BL;5025012;D2AQ; ;C630;CHIES D`ALPAGO;E;E1;BL00000330;5;Negozi;NORMALE;P;590;650;L;2,3;3;L;
NORD-EST;VENETO;BL;5025012;D2AQ; ;C630;CHIES D`ALPAGO;R;R1;BL00002123;20;Abitazioni civili;NORMALE;P;450;600;L;1,5;2,1;L;
NORD-EST;VENETO;BL;5025012;D2AQ; ;C630;CHIES D`ALPAGO;R;R1;BL00002123;16;Autorimesse;NORMALE;P;190;250;L;,7;,9;L;
NORD-EST;VENETO;BL;5025012;D2AQ; ;C630;CHIES D`ALPAGO;R;R1;BL00002123;13;Box;NORMALE;P;300;420;L;1,2;1,5;L;
NORD-EST;VENETO;BL;5025012;D2AQ; ;C630;CHIES D`ALPAGO;R;R1;BL00002123;14;Posti auto coperti;NORMALE;P;210;290;L;,8;1,1;L;
NORD-EST;VENETO;BL;5025012;D2AQ; ;C630;CHIES D`ALPAGO;R;R1;BL00002123;15;Posti auto scoperti;NORMALE;P;150;210;L;,5;,7;L;
NORD-EST;VENETO;BL;5025012;D2AQ; ;C630;CHIES D`ALPAGO;R;R1;BL00002123;1;Ville e Villini;NORMALE;P;550;710;L;1,8;2,2;L;
NORD-EST;VENETO;BL;5025013;D2AR; ;C672;CIBIANA DI CADORE;B;B1;BL00000344;20;Abitazioni civili;NORMALE;P;800;970;L;2,4;3,2;L;
NORD-EST;VENETO;BL;5025013;D2AR; ;C672;CIBIANA DI CADORE;B;B1;BL00000344;21;Abitazioni di tipo economico;NORMALE;P;750;900;L;2,3;2,7;L;
NORD-EST;VENETO;BL;5025013;D2AR; ;C672;CIBIANA DI CADORE;B;B1;BL00000344;16;Autorimesse;NORMALE;P;250;285;L;1;1,3;L;
NORD-EST;VENETO;BL;5025013;D2AR; ;C672;CIBIANA DI CADORE;B;B1;BL00000344;13;Box;NORMALE;P;410;485;L;1,7;2,1;L;
NORD-EST;VENETO;BL;5025013;D2AR; ;C672;CIBIANA DI CADORE;B;B1;BL00000344;14;Posti auto coperti;NORMALE;P;285;345;L;1,3;1,5;L;
NORD-EST;VENETO;BL;5025013;D2AR; ;C672;CIBIANA DI CADORE;B;B1;BL00000344;15;Posti auto scoperti;NORMALE;P;210;240;L;,8;1,1;L;
NORD-EST;VENETO;BL;5025013;D2AR; ;C672;CIBIANA DI CADORE;B;B1;BL00000344;1;Ville e Villini;NORMALE;P;850;1050;L;2,7;3,2;L;
NORD-EST;VENETO;BL;5025013;D2AR; ;C672;CIBIANA DI CADORE;B;B1;BL00000344;5;Negozi;NORMALE;P;750;850;L;3,4;3,6;L;
NORD-EST;VENETO;BL;5025013;D2AR; ;C672;CIBIANA DI CADORE;B;B1;BL00000344;6;Uffici;NORMALE;P;800;970;L;2,7;3,2;L;
NORD-EST;VENETO;BL;5025013;D2AR; ;C672;CIBIANA DI CADORE;R;R1;BL00002023;20;Abitazioni civili;NORMALE;P;650;800;L;1,7;2,4;L;
NORD-EST;VENETO;BL;5025013;D2AR; ;C672;CIBIANA DI CADORE;R;R1;BL00002023;16;Autorimesse;NORMALE;P;190;250;L;,8;1,2;L;
NORD-EST;VENETO;BL;5025013;D2AR; ;C672;CIBIANA DI CADORE;R;R1;BL00002023;13;Box;NORMALE;P;315;410;L;1,4;1,7;L;
NORD-EST;VENETO;BL;5025013;D2AR; ;C672;CIBIANA DI CADORE;R;R1;BL00002023;14;Posti auto coperti;NORMALE;P;220;285;L;,9;1,3;L;
NORD-EST;VENETO;BL;5025013;D2AR; ;C672;CIBIANA DI CADORE;R;R1;BL00002023;15;Posti auto scoperti;NORMALE;P;160;210;L;,6;,9;L;
NORD-EST;VENETO;BL;5025013;D2AR; ;C672;CIBIANA DI CADORE;R;R1;BL00002023;1;Ville e Villini;NORMALE;P;650;850;L;2,1;2,7;L;
NORD-EST;VENETO;BL;5025014;D2AS; ;C872;COLLE SANTA LUCIA;B;B1;BL00000360;20;Abitazioni civili;NORMALE;P;1500;1700;L;3,6;4,6;L;
NORD-EST;VENETO;BL;5025014;D2AS; ;C872;COLLE SANTA LUCIA;B;B1;BL00000360;21;Abitazioni di tipo economico;NORMALE;P;1350;1500;L;3,1;3,7;L;
NORD-EST;VENETO;BL;5025014;D2AS; ;C872;COLLE SANTA LUCIA;B;B1;BL00000360;16;Autorimesse;NORMALE;P;360;420;L;1,4;1,7;L;
NORD-EST;VENETO;BL;5025014;D2AS; ;C872;COLLE SANTA LUCIA;B;B1;BL00000360;13;Box;NORMALE;P;600;700;L;2,4;2,7;L;
NORD-EST;VENETO;BL;5025014;D2AS; ;C872;COLLE SANTA LUCIA;B;B1;BL00000360;14;Posti auto coperti;NORMALE;P;420;490;L;1,7;1,9;L;
NORD-EST;VENETO;BL;5025014;D2AS; ;C872;COLLE SANTA LUCIA;B;B1;BL00000360;15;Posti auto scoperti;NORMALE;P;300;350;L;1,2;1,4;L;
NORD-EST;VENETO;BL;5025014;D2AS; ;C872;COLLE SANTA LUCIA;B;B1;BL00000360;1;Ville e Villini;NORMALE;P;1500;1700;L;3,6;4,6;L;
NORD-EST;VENETO;BL;5025014;D2AS; ;C872;COLLE SANTA LUCIA;B;B1;BL00000360;5;Negozi;NORMALE;P;1150;1350;L;3;3,5;L;
NORD-EST;VENETO;BL;5025014;D2AS; ;C872;COLLE SANTA LUCIA;B;B1;BL00000360;6;Uffici;NORMALE;P;1100;1300;L;3,1;3,3;L;
NORD-EST;VENETO;BL;5025014;D2AS; ;C872;COLLE SANTA LUCIA;R;R1;BL00002022;20;Abitazioni civili;NORMALE;P;1150;1400;L;3,2;4,3;L;
NORD-EST;VENETO;BL;5025014;D2AS; ;C872;COLLE SANTA LUCIA;R;R1;BL00002022;16;Autorimesse;NORMALE;P;290;360;L;1;1,4;L;
NORD-EST;VENETO;BL;5025014;D2AS; ;C872;COLLE SANTA LUCIA;R;R1;BL00002022;13;Box;NORMALE;P;490;600;L;1,8;2,4;L;
NORD-EST;VENETO;BL;5025014;D2AS; ;C872;COLLE SANTA LUCIA;R;R1;BL00002022;14;Posti auto coperti;NORMALE;P;340;420;L;1,3;1,7;L;
NORD-EST;VENETO;BL;5025014;D2AS; ;C872;COLLE SANTA LUCIA;R;R1;BL00002022;15;Posti auto scoperti;NORMALE;P;250;300;L;,9;1,2;L;
NORD-EST;VENETO;BL;5025014;D2AS; ;C872;COLLE SANTA LUCIA;R;R1;BL00002022;1;Ville e Villini;NORMALE;P;1150;1400;L;3,2;4,3;L;
NORD-EST;VENETO;BL;5025014;D2AS; ;C872;COLLE SANTA LUCIA;R;R1;BL00002022;7;Capannoni tipici;NORMALE;P;230;285;L;1,9;2,5;L;
NORD-EST;VENETO;BL;5025014;D2AS; ;C872;COLLE SANTA LUCIA;R;R1;BL00002022;10;Laboratori;NORMALE;P;185;255;L;1,4;1,9;L;
NORD-EST;VENETO;BL;5025050;D2AT; ;C919;SANTO STEFANO DI CADORE;B;B1;BL00000376;20;Abitazioni civili;NORMALE;P;1550;1750;L;4,6;4,9;L;
NORD-EST;VENETO;BL;5025050;D2AT; ;C919;SANTO STEFANO DI CADORE;B;B1;BL00000376;21;Abitazioni di tipo economico;NORMALE;P;1400;1600;L;4,4;5,5;L;
NORD-EST;VENETO;BL;5025050;D2AT; ;C919;SANTO STEFANO DI CADORE;B;B1;BL00000376;16;Autorimesse;NORMALE;P;460;500;L;1,4;1,7;L;
NORD-EST;VENETO;BL;5025050;D2AT; ;C919;SANTO STEFANO DI CADORE;B;B1;BL00000376;13;Box;NORMALE;P;770;840;L;2,2;3;L;
NORD-EST;VENETO;BL;5025050;D2AT; ;C919;SANTO STEFANO DI CADORE;B;B1;BL00000376;14;Posti auto coperti;NORMALE;P;540;590;L;1,6;2,1;L;
NORD-EST;VENETO;BL;5025050;D2AT; ;C919;SANTO STEFANO DI CADORE;B;B1;BL00000376;15;Posti auto scoperti;NORMALE;P;390;420;L;1,2;1,5;L;
NORD-EST;VENETO;BL;5025050;D2AT; ;C919;SANTO STEFANO DI CADORE;B;B1;BL00000376;1;Ville e Villini;NORMALE;P;1700;1900;L;5;6;L;
NORD-EST;VENETO;BL;5025050;D2AT; ;C919;SANTO STEFANO DI CADORE;B;B1;BL00000376;5;Negozi;NORMALE;P;1300;1600;L;5,1;5,9;L;
NORD-EST;VENETO;BL;5025050;D2AT; ;C919;SANTO STEFANO DI CADORE;B;B1;BL00000376;6;Uffici;NORMALE;P;1150;1600;L;3,6;4,3;L;
NORD-EST;VENETO;BL;5025050;D2AT; ;C919;SANTO STEFANO DI CADORE;E;E1;BL00000379;20;Abitazioni civili;NORMALE;P;1250;1400;L;4;4,5;L;
NORD-EST;VENETO;BL;5025050;D2AT; ;C919;SANTO STEFANO DI CADORE;E;E1;BL00000379;21;Abitazioni di tipo economico;NORMALE;P;1000;1200;L;3,4;3,9;L;
NORD-EST;VENETO;BL;5025050;D2AT; ;C919;SANTO STEFANO DI CADORE;E;E1;BL00000379;16;Autorimesse;NORMALE;P;380;420;L;1,2;1,6;L;
NORD-EST;VENETO;BL;5025050;D2AT; ;C919;SANTO STEFANO DI CADORE;E;E1;BL00000379;13;Box;NORMALE;P;630;700;L;1,9;2,7;L;
NORD-EST;VENETO;BL;5025050;D2AT; ;C919;SANTO STEFANO DI CADORE;E;E1;BL00000379;14;Posti auto coperti;NORMALE;P;440;490;L;1,4;1,9;L;
NORD-EST;VENETO;BL;5025050;D2AT; ;C919;SANTO STEFANO DI CADORE;E;E1;BL00000379;15;Posti auto scoperti;NORMALE;P;315;350;L;,9;1,3;L;
NORD-EST;VENETO;BL;5025050;D2AT; ;C919;SANTO STEFANO DI CADORE;E;E1;BL00000379;1;Ville e Villini;NORMALE;P;1250;1400;L;2,9;4,1;L;
NORD-EST;VENETO;BL;5025050;D2AT; ;C919;SANTO STEFANO DI CADORE;E;E1;BL00000379;5;Negozi;NORMALE;P;970;1250;L;3,7;5,1;L;
NORD-EST;VENETO;BL;5025050;D2AT; ;C919;SANTO STEFANO DI CADORE;E;E1;BL00000379;6;Uffici;NORMALE;P;890;1200;L;2,7;3,6;L;
NORD-EST;VENETO;BL;5025050;D2AT; ;C919;SANTO STEFANO DI CADORE;E;E4;BL00001267;20;Abitazioni civili;NORMALE;P;1250;1400;L;4;4,5;L;
NORD-EST;VENETO;BL;5025050;D2AT; ;C919;SANTO STEFANO DI CADORE;E;E4;BL00001267;21;Abitazioni di tipo economico;NORMALE;P;1000;1200;L;3,4;3,9;L;
NORD-EST;VENETO;BL;5025050;D2AT; ;C919;SANTO STEFANO DI CADORE;E;E4;BL00001267;16;Autorimesse;NORMALE;P;380;420;L;1,2;1,6;L;
NORD-EST;VENETO;BL;5025050;D2AT; ;C919;SANTO STEFANO DI CADORE;E;E4;BL00001267;13;Box;NORMALE;P;630;700;L;1,9;2,7;L;
NORD-EST;VENETO;BL;5025050;D2AT; ;C919;SANTO STEFANO DI CADORE;E;E4;BL00001267;14;Posti auto coperti;NORMALE;P;440;490;L;1,4;1,9;L;
NORD-EST;VENETO;BL;5025050;D2AT; ;C919;SANTO STEFANO DI CADORE;E;E4;BL00001267;15;Posti auto scoperti;NORMALE;P;315;350;L;,9;1,3;L;
NORD-EST;VENETO;BL;5025050;D2AT; ;C919;SANTO STEFANO DI CADORE;E;E4;BL00001267;1;Ville e Villini;NORMALE;P;1250;1400;L;2,9;4,2;L;
NORD-EST;VENETO;BL;5025050;D2AT; ;C919;SANTO STEFANO DI CADORE;E;E4;BL00001267;5;Negozi;NORMALE;P;970;1250;L;3,7;5,1;L;
NORD-EST;VENETO;BL;5025050;D2AT; ;C919;SANTO STEFANO DI CADORE;E;E4;BL00001267;6;Uffici;NORMALE;P;890;1200;L;2,7;3,6;L;
NORD-EST;VENETO;BL;5025050;D2AT; ;C919;SANTO STEFANO DI CADORE;R;R1;BL00002145;20;Abitazioni civili;NORMALE;P;1000;1200;L;3;3,6;L;
NORD-EST;VENETO;BL;5025050;D2AT; ;C919;SANTO STEFANO DI CADORE;R;R1;BL00002145;21;Abitazioni di tipo economico;NORMALE;P;900;1100;L;3,4;3,8;L;
NORD-EST;VENETO;BL;5025050;D2AT; ;C919;SANTO STEFANO DI CADORE;R;R1;BL00002145;16;Autorimesse;NORMALE;P;220;310;L;1;1,4;L;
NORD-EST;VENETO;BL;5025050;D2AT; ;C919;SANTO STEFANO DI CADORE;R;R1;BL00002145;13;Box;NORMALE;P;350;500;L;1,7;2,4;L;
NORD-EST;VENETO;BL;5025050;D2AT; ;C919;SANTO STEFANO DI CADORE;R;R1;BL00002145;14;Posti auto coperti;NORMALE;P;240;350;L;1,3;1,8;L;
NORD-EST;VENETO;BL;5025050;D2AT; ;C919;SANTO STEFANO DI CADORE;R;R1;BL00002145;15;Posti auto scoperti;NORMALE;P;180;250;L;,8;1,2;L;
NORD-EST;VENETO;BL;5025050;D2AT; ;C919;SANTO STEFANO DI CADORE;R;R1;BL00002145;1;Ville e Villini;NORMALE;P;1100;1200;L;2,4;3,6;L;
NORD-EST;VENETO;BL;5025050;D2AT; ;C919;SANTO STEFANO DI CADORE;R;R1;BL00002145;5;Negozi;NORMALE;P;860;1100;L;3,4;4,4;L;
NORD-EST;VENETO;BL;5025050;D2AT; ;C919;SANTO STEFANO DI CADORE;R;R1;BL00002145;6;Uffici;NORMALE;P;790;1000;L;2,1;3;L;
NORD-EST;VENETO;BL;5025050;D2AT; ;C919;SANTO STEFANO DI CADORE;R;R1;BL00002145;7;Capannoni tipici;NORMALE;P;330;450;L;2,8;4;L;
NORD-EST;VENETO;BL;5025050;D2AT; ;C919;SANTO STEFANO DI CADORE;R;R1;BL00002145;10;Laboratori;NORMALE;P;295;330;L;2,4;2,9;L;
NORD-EST;VENETO;BL;5025015;D2AU; ;C920;COMELICO SUPERIORE;B;B1;BL00000393;20;Abitazioni civili;NORMALE;P;1200;1450;L;2,7;3,3;L;
NORD-EST;VENETO;BL;5025015;D2AU; ;C920;COMELICO SUPERIORE;B;B1;BL00000393;21;Abitazioni di tipo economico;NORMALE;P;900;1200;L;2,7;3,1;L;
NORD-EST;VENETO;BL;5025015;D2AU; ;C920;COMELICO SUPERIORE;B;B1;BL00000393;16;Autorimesse;NORMALE;P;235;305;L;1;1,4;L;
NORD-EST;VENETO;BL;5025015;D2AU; ;C920;COMELICO SUPERIORE;B;B1;BL00000393;13;Box;NORMALE;P;380;510;L;1,8;2,3;L;
NORD-EST;VENETO;BL;5025015;D2AU; ;C920;COMELICO SUPERIORE;B;B1;BL00000393;14;Posti auto coperti;NORMALE;P;265;345;L;1,2;1,7;L;
NORD-EST;VENETO;BL;5025015;D2AU; ;C920;COMELICO SUPERIORE;B;B1;BL00000393;15;Posti auto scoperti;NORMALE;P;195;245;L;,9;1,2;L;
NORD-EST;VENETO;BL;5025015;D2AU; ;C920;COMELICO SUPERIORE;B;B1;BL00000393;1;Ville e Villini;NORMALE;P;1250;1450;L;2,7;3,3;L;
NORD-EST;VENETO;BL;5025015;D2AU; ;C920;COMELICO SUPERIORE;B;B1;BL00000393;5;Negozi;NORMALE;P;930;1150;L;3,7;4,3;L;
NORD-EST;VENETO;BL;5025015;D2AU; ;C920;COMELICO SUPERIORE;B;B1;BL00000393;6;Uffici;NORMALE;P;900;1200;L;2,3;3;L;
NORD-EST;VENETO;BL;5025015;D2AU; ;C920;COMELICO SUPERIORE;B;B1;BL00000393;7;Capannoni tipici;NORMALE;P;235;305;L;2;2,6;L;
NORD-EST;VENETO;BL;5025015;D2AU; ;C920;COMELICO SUPERIORE;B;B1;BL00000393;10;Laboratori;NORMALE;P;215;235;L;1,7;2;L;
NORD-EST;VENETO;BL;5025015;D2AU; ;C920;COMELICO SUPERIORE;R;R1;BL00002222;20;Abitazioni civili;NORMALE;P;950;1150;L;1,9;2,4;L;
NORD-EST;VENETO;BL;5025015;D2AU; ;C920;COMELICO SUPERIORE;R;R1;BL00002222;21;Abitazioni di tipo economico;NORMALE;P;850;1050;L;1,9;2,4;L;
NORD-EST;VENETO;BL;5025015;D2AU; ;C920;COMELICO SUPERIORE;R;R1;BL00002222;16;Autorimesse;NORMALE;P;155;225;L;,8;1,1;L;
NORD-EST;VENETO;BL;5025015;D2AU; ;C920;COMELICO SUPERIORE;R;R1;BL00002222;13;Box;NORMALE;P;250;370;L;1,3;1,8;L;
NORD-EST;VENETO;BL;5025015;D2AU; ;C920;COMELICO SUPERIORE;R;R1;BL00002222;14;Posti auto coperti;NORMALE;P;185;255;L;,8;1,1;L;
NORD-EST;VENETO;BL;5025015;D2AU; ;C920;COMELICO SUPERIORE;R;R1;BL00002222;15;Posti auto scoperti;NORMALE;P;130;195;L;,7;1;L;
NORD-EST;VENETO;BL;5025015;D2AU; ;C920;COMELICO SUPERIORE;R;R1;BL00002222;1;Ville e Villini;NORMALE;P;1000;1200;L;2,1;2,4;L;
NORD-EST;VENETO;BL;5025015;D2AU; ;C920;COMELICO SUPERIORE;R;R1;BL00002222;5;Negozi;NORMALE;P;620;800;L;2,4;3,3;L;
NORD-EST;VENETO;BL;5025015;D2AU; ;C920;COMELICO SUPERIORE;R;R1;BL00002222;6;Uffici;NORMALE;P;750;900;L;1,5;2,1;L;
NORD-EST;VENETO;BL;5025015;D2AU; ;C920;COMELICO SUPERIORE;R;R1;BL00002222;7;Capannoni tipici;NORMALE;P;235;305;L;2;2,6;L;
NORD-EST;VENETO;BL;5025015;D2AU; ;C920;COMELICO SUPERIORE;R;R1;BL00002222;10;Laboratori;NORMALE;P;215;235;L;1,7;2;L;
NORD-EST;VENETO;BL;5025017;D2AV; ;D247;DANTA DI CADORE;B;B1;BL00000409;20;Abitazioni civili;NORMALE;P;1100;1350;L;2,6;3,3;L;
NORD-EST;VENETO;BL;5025017;D2AV; ;D247;DANTA DI CADORE;B;B1;BL00000409;21;Abitazioni di tipo economico;NORMALE;P;1000;1250;L;2,4;3,1;L;
NORD-EST;VENETO;BL;5025017;D2AV; ;D247;DANTA DI CADORE;B;B1;BL00000409;16;Autorimesse;NORMALE;P;225;295;L;1,1;1,4;L;
NORD-EST;VENETO;BL;5025017;D2AV; ;D247;DANTA DI CADORE;B;B1;BL00000409;13;Box;NORMALE;P;380;490;L;1,7;2,3;L;
NORD-EST;VENETO;BL;5025017;D2AV; ;D247;DANTA DI CADORE;B;B1;BL00000409;14;Posti auto coperti;NORMALE;P;265;345;L;1,2;1,6;L;
NORD-EST;VENETO;BL;5025017;D2AV; ;D247;DANTA DI CADORE;B;B1;BL00000409;15;Posti auto scoperti;NORMALE;P;195;245;L;,8;1,2;L;
NORD-EST;VENETO;BL;5025017;D2AV; ;D247;DANTA DI CADORE;B;B1;BL00000409;1;Ville e Villini;NORMALE;P;1100;1300;L;2,6;3,3;L;
NORD-EST;VENETO;BL;5025017;D2AV; ;D247;DANTA DI CADORE;B;B1;BL00000409;5;Negozi;NORMALE;P;900;1100;L;3,6;4,1;L;
NORD-EST;VENETO;BL;5025017;D2AV; ;D247;DANTA DI CADORE;B;B1;BL00000409;6;Uffici;NORMALE;P;1000;1250;L;2,3;2,9;L;
NORD-EST;VENETO;BL;5025017;D2AV; ;D247;DANTA DI CADORE;B;B1;BL00000409;7;Capannoni tipici;NORMALE;P;255;310;L;2,1;2,6;L;
NORD-EST;VENETO;BL;5025017;D2AV; ;D247;DANTA DI CADORE;B;B1;BL00000409;10;Laboratori;NORMALE;P;220;240;L;1,7;2,1;L;
NORD-EST;VENETO;BL;5025017;D2AV; ;D247;DANTA DI CADORE;R;R1;BL00002064;20;Abitazioni civili;NORMALE;P;800;1000;L;1,8;2,4;L;
NORD-EST;VENETO;BL;5025017;D2AV; ;D247;DANTA DI CADORE;R;R1;BL00002064;21;Abitazioni di tipo economico;NORMALE;P;700;950;L;1,8;2,4;L;
NORD-EST;VENETO;BL;5025017;D2AV; ;D247;DANTA DI CADORE;R;R1;BL00002064;16;Autorimesse;NORMALE;P;155;215;L;,7;1;L;
NORD-EST;VENETO;BL;5025017;D2AV; ;D247;DANTA DI CADORE;R;R1;BL00002064;13;Box;NORMALE;P;250;370;L;1,3;1,8;L;
NORD-EST;VENETO;BL;5025017;D2AV; ;D247;DANTA DI CADORE;R;R1;BL00002064;14;Posti auto coperti;NORMALE;P;175;245;L;,8;1,2;L;
NORD-EST;VENETO;BL;5025017;D2AV; ;D247;DANTA DI CADORE;R;R1;BL00002064;15;Posti auto scoperti;NORMALE;P;130;185;L;,6;,9;L;
NORD-EST;VENETO;BL;5025017;D2AV; ;D247;DANTA DI CADORE;R;R1;BL00002064;1;Ville e Villini;NORMALE;P;900;1100;L;1,8;2,3;L;
NORD-EST;VENETO;BL;5025018;D2AW; ;D330;DOMEGGE DI CADORE;B;B1;BL00000425;20;Abitazioni civili;NORMALE;P;1150;1300;L;3,9;4,2;L;
NORD-EST;VENETO;BL;5025018;D2AW; ;D330;DOMEGGE DI CADORE;B;B1;BL00000425;21;Abitazioni di tipo economico;NORMALE;P;1100;1250;L;3,9;4,2;L;
NORD-EST;VENETO;BL;5025018;D2AW; ;D330;DOMEGGE DI CADORE;B;B1;BL00000425;16;Autorimesse;NORMALE;P;340;430;L;1,6;1,9;L;
NORD-EST;VENETO;BL;5025018;D2AW; ;D330;DOMEGGE DI CADORE;B;B1;BL00000425;13;Box;NORMALE;P;580;690;L;2,7;3,1;L;
NORD-EST;VENETO;BL;5025018;D2AW; ;D330;DOMEGGE DI CADORE;B;B1;BL00000425;14;Posti auto coperti;NORMALE;P;420;495;L;1,9;2,2;L;
NORD-EST;VENETO;BL;5025018;D2AW; ;D330;DOMEGGE DI CADORE;B;B1;BL00000425;15;Posti auto scoperti;NORMALE;P;300;340;L;1,4;1,6;L;
NORD-EST;VENETO;BL;5025018;D2AW; ;D330;DOMEGGE DI CADORE;B;B1;BL00000425;1;Ville e Villini;NORMALE;P;1200;1400;L;3,9;4,3;L;
NORD-EST;VENETO;BL;5025018;D2AW; ;D330;DOMEGGE DI CADORE;B;B1;BL00000425;5;Negozi;NORMALE;P;1050;1200;L;4,6;5,3;L;
NORD-EST;VENETO;BL;5025018;D2AW; ;D330;DOMEGGE DI CADORE;B;B1;BL00000425;6;Uffici;NORMALE;P;1050;1200;L;3,9;4,3;L;
NORD-EST;VENETO;BL;5025018;D2AW; ;D330;DOMEGGE DI CADORE;D;D1;BL00000426;20;Abitazioni civili;NORMALE;P;1050;1300;L;3,1;3,9;L;
NORD-EST;VENETO;BL;5025018;D2AW; ;D330;DOMEGGE DI CADORE;D;D1;BL00000426;16;Autorimesse;NORMALE;P;280;400;L;1,3;1,6;L;
NORD-EST;VENETO;BL;5025018;D2AW; ;D330;DOMEGGE DI CADORE;D;D1;BL00000426;13;Box;NORMALE;P;470;660;L;2;2,7;L;
NORD-EST;VENETO;BL;5025018;D2AW; ;D330;DOMEGGE DI CADORE;D;D1;BL00000426;14;Posti auto coperti;NORMALE;P;320;460;L;1,4;1,9;L;
NORD-EST;VENETO;BL;5025018;D2AW; ;D330;DOMEGGE DI CADORE;D;D1;BL00000426;15;Posti auto scoperti;NORMALE;P;235;330;L;,9;1,3;L;
NORD-EST;VENETO;BL;5025018;D2AW; ;D330;DOMEGGE DI CADORE;D;D1;BL00000426;1;Ville e Villini;NORMALE;P;900;1300;L;3,1;3,9;L;
NORD-EST;VENETO;BL;5025018;D2AW; ;D330;DOMEGGE DI CADORE;D;D1;BL00000426;5;Negozi;NORMALE;P;910;1200;L;4,1;5,3;L;
NORD-EST;VENETO;BL;5025018;D2AW; ;D330;DOMEGGE DI CADORE;D;D1;BL00000426;8;Capannoni industriali;NORMALE;P;320;475;L;2,4;3,6;L;
NORD-EST;VENETO;BL;5025018;D2AW; ;D330;DOMEGGE DI CADORE;D;D1;BL00000426;7;Capannoni tipici;NORMALE;P;285;440;L;2,2;3,3;L;
NORD-EST;VENETO;BL;5025018;D2AW; ;D330;DOMEGGE DI CADORE;D;D1;BL00000426;10;Laboratori;NORMALE;P;255;365;L;1,9;2,6;L;
